CODE,ACT,LAW,PUNISH_BASIS,SCORE,PUNISH,OTHER_PENALTIES,ENFORCEMENT,ENFORCEMENT_BASIS,OTHER_MEASURES,OTHER_MEASURES_BASIS,BELONG
11111,机动车运载货物长度、宽度、高度超过规定的,《中华人民共和国道路交通安全法》第四十八条第一款、《中华人民共和国道路交通安全法实施条例》第五十四条第一款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第十一项,记1分,罚款200元,####,####,####,####,####,武汉市地方法规
11150,上路行驶的机动车未放置检验合格标志的,《中华人民共和国道路交通安全法》第十一条第一款,《中华人民共和国道路交通安全法》第九十五条第一款、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十七条第三项,记1分,罚款####元,警告,扣留机动车,《中华人民共和国道路交通安全法》第九十五条第一款,####,####,武汉市地方法规
12070,驾驶摩托车时驾驶人未按规定戴安全头盔的,《中华人民共和国道路交通安全法》第五十一条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十八条第一项,记2分,罚款50元,####,####,####,####,####,武汉市地方法规
12081,通过有交通信号灯控制路口时，不按照所需行进方向驶入导向车道的,《中华人民共和国道路交通安全法实施条例》第五十一条第一项,《中华人民共和国道路交通安全法》第九十条、《武汉市实施<中华人民共和国道路交通安全法>办法》第五十八条第（二）项,记2分,罚款200元,####,####,####,####,####,武汉市地方法规
12090,左转弯时，未靠路口中心点左侧转弯的,《中华人民共和国道路交通安全法实施条例》第五十一条第三项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十九条第五项,记2分,罚款100元,####,####,####,####,####,武汉市地方法规
12100,通过路口遇放行信号不依次通过的,《中华人民共和国道路交通安全法实施条例》第五十一条第四项,《中华人民共和国道路交通安全法》第九十条,记2分,罚款200元,####,####,####,####,####,武汉市地方法规
12110,通过路口遇停止信号停在停车线以内或者路口内的,《中华人民共和国道路交通安全法实施条例》第五十一条第五项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十八条第十三项,记2分,罚款50元,####,####,####,####,####,武汉市地方法规
12120,通过路口向右转弯遇同车道内有车等候放行信号时，不依次停车等候的,《中华人民共和国道路交通安全法实施条例》第五十一条第六项,《中华人民共和国道路交通安全法》第九十条,记2分,罚款200元,####,####,####,####,####,武汉市地方法规
12230,驾驶时拨打接听手持电话的,《中华人民共和国道路交通安全法实施条例》第六十二条第三项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十八条第七项,记2分,罚款50元,####,####,####,####,####,武汉市地方法规
12250,驾车时有其他妨碍安全行车的行为的,《中华人民共和国道路交通安全法实施条例》第六十二条第三项,《中华人民共和国道路交通安全法》第九十条,记2分,罚款200元,####,####,####,####,####,武汉市地方法规
12251,向外抛撒物品的,《中华人民共和国道路交通安全法实施条例》第六十二条第五项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十八条第六项,记2分,罚款50元,####,####,####,####,####,武汉市地方法规
12280,路口遇有交通阻塞时未依次等候的,《中华人民共和国道路交通安全法实施条例》第五十三条第一款,《中华人民共和国道路交通安全法》第九十条,记2分,罚款200元,####,####,####,####,####,武汉市地方法规
12431,遇前方机动车停车排队或者缓慢行驶时，从前方车辆两侧穿插或者超越行驶的,《中华人民共和国道路交通安全法》第四十五条第一款、《中华人民共和国道路交通安全法实施条例》第五十三条第二款,《中华人民共和国道路交通安全法》第九十条、《武汉市实施<中华人民共和国道路交通安全法>办法》第五十八条第（四）项,记2分,罚款200元,####,####,####,####,####,武汉市地方法规
12440,在城市快速路上行驶时，驾驶人未按规定使用安全带的,《中华人民共和国道路交通安全法》第五十一条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十八条第四项,记2分,罚款50元,####,####,####,####,####,武汉市地方法规
13010,机动车逆向行驶的,《中华人民共和国道路交通安全法》第三十五条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第四项,记3分,罚款200元,####,####,####,####,####,武汉市地方法规
13040,从前车右侧超车的,《中华人民共和国道路交通安全法实施条例》第四十七条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十九条第九项,记3分,罚款100元,####,####,####,####,####,武汉市地方法规
13050,前车左转弯时超车的,《中华人民共和国道路交通安全法》第四十三条第一项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十九条第九项,记3分,罚款100元,####,####,####,####,####,武汉市地方法规
13060,前车掉头时超车的,《中华人民共和国道路交通安全法》第四十三条第一项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十九条第九项,记3分,罚款100元,####,####,####,####,####,武汉市地方法规
13070,前车超车时超车的,《中华人民共和国道路交通安全法》第四十三条第一项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十九条第九项,记3分,罚款100元,####,####,####,####,####,武汉市地方法规
13080,与对面来车有会车可能时超车的,《中华人民共和国道路交通安全法》第四十三条第二项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十九条第九项,记3分,罚款100元,####,####,####,####,####,武汉市地方法规
13090,超越执行紧急任务的警车、消防车、救护车、工程救险车的,《中华人民共和国道路交通安全法》第四十三条第三项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十九条第九项,记3分,罚款100元,####,####,####,####,####,武汉市地方法规
13100,在铁路道口、路口、窄桥、弯道、陡坡、隧道、人行横道、交通流量大的路段等地点超车的,《中华人民共和国道路交通安全法》第四十三条第四项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十九条第九项,记3分,罚款100元,####,####,####,####,####,武汉市地方法规
